CustomerID,Gender,Age,Tenure_Months,Contract,Internet_Service,Payment_Method,Monthly_Charges,Total_Charges,Support_Calls,Satisfaction_Score,Services_Count,Churn
CUST10286,Female,67,43,Two year,DSL,Credit card,67.0,3023.63,6,2.0,6,No
CUST10287,Male,26,3,Month-to-month,Fiber optic,Bank transfer,125.71,548.08,1,4.0,3,No
CUST10288,Female,48,50,Month-to-month,DSL,Credit card,61.39,3217.33,1,5.0,3,No
CUST10289,Female,46,40,Month-to-month,No,Credit card,123.9,5034.52,1,4.0,6,No
CUST10290,Male,43,1,One year,Fiber optic,Mailed check,98.1,0.0,1,1.0,4,No
CUST10291,Female,60,7,Month-to-month,DSL,Electronic check,48.13,385.63,2,3.0,6,No
CUST10292,Male,32,33,One year,Fiber optic,Credit card,73.82,2311.92,4,4.0,5,No
CUST10293,Male,68,53,One year,Fiber optic,Mailed check,61.29,3099.62,1,2.0,5,No
CUST10294,Female,35,60,Month-to-month,DSL,Electronic check,30.15,1832.92,0,4.0,2,No
CUST10295,Female,46,32,Month-to-month,No,Credit card,23.88,816.48,6,4.0,3,No
CUST10296,Female,45,22,Month-to-month,Fiber optic,Credit card,65.04,1521.22,0,,6,No
CUST10297,Male,63,70,Month-to-month,DSL,Mailed check,22.47,1622.61,2,3.0,4,No
CUST10298,Female,41,34,Month-to-month,Fiber optic,Credit card,41.51,1464.5,0,1.0,2,Yes
CUST10299,Female,33,23,One year,DSL,Electronic check,114.27,2529.74,2,3.0,2,No
CUST10300,Male,19,32,Month-to-month,DSL,Electronic check,112.05,3575.1,0,2.0,5,No
CUST10301,Male,37,1,Month-to-month,DSL,Mailed check,116.02,0.0,2,5.0,2,No
CUST10302,Male,61,22,One year,DSL,Bank transfer,61.23,1146.72,4,,1,No
CUST10303,Female,18,38,One year,Fiber optic,Electronic check,135.7,5230.66,1,3.0,5,Yes
CUST10304,Male,65,67,Month-to-month,DSL,Electronic check,97.2,6437.09,0,3.0,2,No
CUST10305,Male,46,54,Two year,DSL,Bank transfer,36.38,2051.77,4,4.0,5,No
CUST10306,Male,25,57,Two year,DSL,Credit card,38.68,2315.59,3,4.0,4,No
CUST10307,Female,34,40,One year,Fiber optic,Bank transfer,110.1,4342.07,3,4.0,6,No
CUST10308,Male,47,8,One year,Fiber optic,Credit card,42.48,398.87,1,4.0,4,No
CUST10309,Female,34,29,Month-to-month,Fiber optic,Credit card,85.95,2426.43,3,5.0,6,No
CUST10310,Male,23,72,Two year,Fiber optic,Bank transfer,148.93,10538.37,2,5.0,6,No
CUST10311,Female,53,4,Month-to-month,Fiber optic,Bank transfer,20.52,94.41,6,1.0,2,No
CUST10312,Female,53,64,Two year,Fiber optic,Credit card,22.16,1371.15,5,3.0,6,No
CUST10313,Male,24,50,One year,DSL,Mailed check,149.1,7410.99,2,3.0,5,No
CUST10314,Male,32,21,Month-to-month,Fiber optic,Electronic check,96.0,2213.53,2,3.0,1,No
CUST10315,Male,30,57,Month-to-month,DSL,Credit card,36.5,1927.91,5,3.0,1,No
CUST10316,Female,52,61,One year,DSL,Mailed check,136.65,8373.94,1,4.0,2,No
CUST10317,Male,56,4,One year,DSL,Credit card,134.45,438.32,4,3.0,1,Yes
CUST10318,Female,56,8,Month-to-month,Fiber optic,Mailed check,89.71,808.51,7,2.0,3,No
CUST10319,Male,67,48,One year,DSL,Credit card,100.83,4869.68,1,3.0,6,No
CUST10320,Male,58,72,Two year,DSL,Electronic check,55.51,4034.65,4,5.0,3,No
CUST10321,Male,34,2,Month-to-month,No,Bank transfer,26.57,0.0,2,2.0,1,No
CUST10322,Male,23,48,Month-to-month,DSL,Mailed check,97.29,4593.36,0,1.0,3,No
CUST10323,Male,50,10,Month-to-month,DSL,Mailed check,58.32,675.93,2,5.0,2,No
CUST10324,Male,66,47,One year,DSL,Mailed check,106.27,5171.77,0,1.0,6,No
CUST10325,Female,69,45,Month-to-month,DSL,Credit card,128.71,5839.98,0,4.0,1,No
CUST10326,Female,30,7,Two year,Fiber optic,Mailed check,22.36,66.78,1,5.0,5,No
CUST10327,Female,30,50,Month-to-month,DSL,Credit card,97.44,4905.89,3,2.0,3,Yes
CUST10328,Male,19,65,One year,DSL,Mailed check,50.07,3497.3,1,2.0,1,No
CUST10329,Male,25,63,Month-to-month,No,Electronic check,133.61,8427.67,3,2.0,5,Yes
CUST10330,Female,47,3,Month-to-month,DSL,Credit card,52.98,305.12,2,1.0,3,Yes
CUST10331,Female,46,18,One year,Fiber optic,Electronic check,99.4,1715.17,2,1.0,5,No
CUST10332,Female,37,18,Month-to-month,No,Mailed check,91.96,1651.07,3,1.0,4,Yes
CUST10333,Female,34,33,Month-to-month,Fiber optic,Credit card,71.5,2421.46,3,3.0,5,No
CUST10334,Female,61,11,Two year,Fiber optic,Credit card,108.09,1228.72,4,3.0,3,No
CUST10335,Male,42,62,Two year,Fiber optic,Credit card,114.35,7013.06,4,1.0,1,No
CUST10336,Male,60,56,Two year,Fiber optic,Mailed check,93.7,5166.25,3,5.0,1,No
CUST10337,Female,69,59,Month-to-month,Fiber optic,Credit card,118.59,7095.64,2,4.0,3,Yes
CUST10338,Female,34,15,One year,Fiber optic,Mailed check,147.84,2336.76,2,1.0,3,No
CUST10339,Male,28,2,Two year,DSL,Bank transfer,74.51,300.23,1,5.0,5,No
CUST10340,Male,68,66,Month-to-month,DSL,Bank transfer,86.9,5915.79,6,1.0,3,No
CUST10341,Male,51,21,Month-to-month,Fiber optic,Electronic check,21.62,467.48,2,3.0,6,No
CUST10342,Female,33,48,Two year,DSL,Mailed check,123.48,5895.92,3,3.0,2,No
CUST10343,Female,50,66,Month-to-month,Fiber optic,Mailed check,87.63,5918.68,0,3.0,3,No
CUST10344,Female,45,3,One year,No,Mailed check,73.03,290.4,5,5.0,5,No
CUST10345,Male,65,1,Two year,Fiber optic,Mailed check,32.23,0.0,1,5.0,1,No
CUST10346,Male,31,1,One year,DSL,Bank transfer,135.66,32.3,2,2.0,2,Yes
CUST10347,Male,70,12,Month-to-month,Fiber optic,Electronic check,71.35,905.39,1,3.0,5,No
CUST10348,Female,67,4,Month-to-month,DSL,Electronic check,108.74,417.23,1,5.0,4,No
CUST10349,Female,27,60,Month-to-month,Fiber optic,Credit card,39.42,2362.56,4,4.0,5,No
CUST10350,Male,26,44,Month-to-month,DSL,Mailed check,145.0,6487.25,2,5.0,4,No
CUST10351,Male,46,71,One year,Fiber optic,Bank transfer,43.2,3143.1,3,3.0,6,No
CUST10352,Male,20,58,Two year,No,Bank transfer,45.94,2797.51,5,2.0,6,No
CUST10353,Female,33,70,Month-to-month,DSL,Bank transfer,131.67,9023.75,2,3.0,6,No
CUST10354,Female,41,18,Month-to-month,DSL,Mailed check,138.64,2520.86,4,,1,Yes
CUST10355,Female,69,21,Two year,DSL,Mailed check,47.58,1068.65,3,5.0,4,No
CUST10356,Male,70,62,Month-to-month,No,Credit card,81.07,4873.68,1,4.0,1,No
CUST10357,Male,26,18,Month-to-month,Fiber optic,Credit card,115.35,2010.81,2,4.0,2,Yes
CUST10358,Male,65,5,Month-to-month,Fiber optic,Mailed check,134.19,586.9,2,3.0,2,Yes
CUST10359,Female,22,49,One year,Fiber optic,Bank transfer,69.28,3396.89,2,2.0,4,No
CUST10360,Male,57,58,Month-to-month,Fiber optic,Credit card,87.21,5220.97,1,3.0,3,No
CUST10361,Female,62,70,One year,DSL,Electronic check,116.42,8351.66,1,3.0,6,No
CUST10362,Male,65,67,Month-to-month,No,Credit card,115.05,7626.92,0,5.0,2,No
CUST10363,Male,29,9,One year,No,Mailed check,121.78,1148.68,1,3.0,4,No
CUST10364,Male,65,56,Month-to-month,DSL,Credit card,94.09,5324.92,1,4.0,5,No
CUST10365,Male,24,61,Month-to-month,DSL,Bank transfer,33.6,2088.36,4,1.0,6,No
CUST10366,Male,45,51,Month-to-month,No,Credit card,137.52,7053.42,1,4.0,2,No
CUST10367,Female,42,60,Month-to-month,No,Electronic check,132.52,7981.57,1,3.0,5,Yes
CUST10368,Female,34,61,Month-to-month,Fiber optic,Electronic check,123.75,7717.51,3,5.0,1,No
CUST10369,Male,19,33,Month-to-month,DSL,Credit card,32.98,1198.59,3,3.0,4,No
CUST10370,Male,58,3,Month-to-month,DSL,Bank transfer,46.57,33.69,2,3.0,3,Yes
CUST10371,Female,35,33,Month-to-month,Fiber optic,Bank transfer,116.67,3929.68,2,1.0,6,No
CUST10372,Male,53,15,Two year,Fiber optic,Electronic check,23.01,434.39,1,5.0,5,No
CUST10373,Female,39,9,Month-to-month,No,Electronic check,147.3,1357.2,0,4.0,6,Yes
CUST10374,Male,37,9,Two year,No,Credit card,69.03,734.41,3,5.0,6,No
CUST10375,Female,64,51,Two year,No,Mailed check,113.51,5807.82,0,1.0,3,No
CUST10376,Male,23,37,Month-to-month,DSL,Bank transfer,135.38,5029.11,1,2.0,5,No
CUST10377,Female,57,39,One year,Fiber optic,Mailed check,71.3,2792.82,3,5.0,1,No
CUST10378,Female,57,54,Two year,Fiber optic,Mailed check,61.49,3118.64,0,1.0,4,No
CUST10379,Male,38,40,One year,DSL,Electronic check,99.14,3957.56,0,3.0,1,No
CUST10380,Male,31,46,Month-to-month,DSL,Credit card,95.53,4327.55,2,3.0,5,No
CUST10381,Female,18,7,Month-to-month,DSL,Credit card,73.19,393.69,2,5.0,6,No
CUST10382,Male,67,62,Month-to-month,DSL,Electronic check,98.23,6233.66,1,5.0,5,No
CUST10383,Female,68,33,Month-to-month,Fiber optic,Mailed check,141.6,4723.22,6,5.0,6,No
CUST10384,Female,30,12,Two year,DSL,Bank transfer,80.79,966.5,7,2.0,2,No
CUST10385,Female,19,59,Two year,Fiber optic,Mailed check,45.58,2632.74,5,3.0,6,No
CUST10386,Female,24,53,Month-to-month,Fiber optic,Bank transfer,69.04,3688.74,6,4.0,4,No
CUST10387,Male,21,4,One year,Fiber optic,Mailed check,71.23,384.06,4,5.0,5,No
CUST10388,Male,62,14,Month-to-month,Fiber optic,Electronic check,37.04,435.86,1,1.0,5,No
CUST10389,Female,65,2,Two year,No,Mailed check,41.17,81.86,2,5.0,4,No
CUST10390,Female,26,20,Month-to-month,Fiber optic,Bank transfer,108.99,2266.61,3,2.0,2,No
CUST10391,Male,57,8,Two year,Fiber optic,Electronic check,64.13,319.44,1,1.0,4,No
CUST10392,Male,27,52,Two year,DSL,Credit card,144.14,7489.52,3,4.0,4,No
CUST10393,Female,37,38,Month-to-month,DSL,Electronic check,51.67,1920.53,1,4.0,6,No
CUST10394,Female,49,71,Month-to-month,Fiber optic,Electronic check,32.86,2319.68,2,1.0,3,Yes
CUST10395,Female,56,54,Two year,Fiber optic,Bank transfer,117.96,6319.68,2,1.0,4,No
CUST10396,Female,64,45,Month-to-month,Fiber optic,Bank transfer,134.53,6067.61,1,5.0,4,No
CUST10397,Male,20,37,Month-to-month,DSL,Mailed check,56.15,2269.91,3,5.0,1,No
CUST10398,Male,28,4,Two year,Fiber optic,Mailed check,46.27,152.69,7,1.0,1,No
CUST10399,Male,32,6,One year,Fiber optic,Electronic check,44.15,294.07,0,5.0,1,No
CUST10400,Male,34,45,Month-to-month,Fiber optic,Bank transfer,87.86,4153.17,2,5.0,4,No
CUST10401,Female,70,1,Month-to-month,DSL,Mailed check,80.89,25.89,3,5.0,3,No
CUST10402,Male,59,4,Month-to-month,Fiber optic,Electronic check,53.73,396.39,3,2.0,6,Yes
CUST10403,Male,34,16,Two year,DSL,Mailed check,25.87,414.45,2,3.0,5,No
CUST10404,Male,69,64,Month-to-month,Fiber optic,Credit card,82.59,5463.95,0,5.0,1,No
CUST10405,Female,44,34,Month-to-month,DSL,Mailed check,144.71,4995.16,1,5.0,1,Yes
CUST10406,Male,44,52,Month-to-month,Fiber optic,Credit card,104.83,5481.87,4,4.0,3,No
CUST10407,Female,40,30,Two year,Fiber optic,Mailed check,84.42,2526.04,0,1.0,6,No
CUST10408,Male,25,13,Month-to-month,Fiber optic,Electronic check,34.39,384.67,1,1.0,1,No
CUST10409,Male,67,27,Two year,DSL,Mailed check,52.82,1433.72,1,2.0,2,No
CUST10410,Male,18,7,One year,No,Mailed check,58.32,497.98,1,1.0,1,No
CUST10411,Male,27,56,Two year,Fiber optic,Electronic check,119.42,6686.21,4,1.0,3,No
CUST10412,Male,30,14,Two year,Fiber optic,Bank transfer,133.97,1843.92,1,1.0,6,No
CUST10413,Female,32,28,Two year,No,Mailed check,137.21,3816.8,2,4.0,5,No
CUST10414,Male,24,71,Two year,DSL,Bank transfer,147.99,10606.54,4,3.0,3,No
CUST10415,Male,18,43,Month-to-month,Fiber optic,Mailed check,147.71,6474.05,1,3.0,1,No
CUST10416,Female,53,34,One year,Fiber optic,Mailed check,143.89,4825.54,2,5.0,3,No
CUST10417,Female,69,40,Month-to-month,DSL,Mailed check,29.34,1106.74,3,3.0,4,No
CUST10418,Female,24,57,Month-to-month,DSL,Electronic check,37.91,2198.81,3,3.0,2,No
CUST10419,Male,33,19,Two year,DSL,Bank transfer,59.58,1284.77,2,2.0,5,No
CUST10420,Male,44,46,Two year,No,Electronic check,91.88,4341.08,3,3.0,6,No
CUST10421,Male,67,63,One year,DSL,Bank transfer,32.61,1929.24,5,1.0,2,No
CUST10422,Male,54,42,Month-to-month,Fiber optic,Credit card,129.95,5431.49,1,3.0,2,No
CUST10423,Male,58,33,Month-to-month,Fiber optic,Credit card,100.18,3212.88,2,5.0,1,No
CUST10424,Male,48,11,Month-to-month,Fiber optic,Mailed check,90.51,968.86,2,3.0,5,No
CUST10425,Female,40,18,Month-to-month,Fiber optic,Mailed check,41.49,907.26,3,2.0,3,No
CUST10426,Female,28,69,Month-to-month,Fiber optic,Credit card,52.92,3509.22,1,4.0,2,No
CUST10427,Female,63,39,Month-to-month,Fiber optic,Mailed check,40.84,1430.87,3,5.0,2,No
CUST10428,Male,60,22,Month-to-month,DSL,Mailed check,130.75,2793.64,2,3.0,1,No
CUST10429,Female,19,31,One year,Fiber optic,Credit card,95.95,3003.18,2,2.0,3,No
CUST10430,Female,55,42,Month-to-month,Fiber optic,Credit card,115.57,4916.02,1,4.0,5,No
CUST10431,Female,22,39,Two year,DSL,Credit card,58.48,2324.46,2,1.0,2,No
CUST10432,Male,57,51,One year,DSL,Electronic check,68.26,3598.83,1,5.0,1,No
CUST10433,Male,61,19,Month-to-month,DSL,Credit card,72.63,1203.66,4,2.0,3,No
CUST10434,Male,24,47,Month-to-month,DSL,Electronic check,118.8,5702.43,1,2.0,5,Yes
CUST10435,Female,40,32,Month-to-month,DSL,Bank transfer,120.41,3821.91,4,4.0,3,Yes
CUST10436,Male,24,68,Two year,Fiber optic,Credit card,46.89,3261.67,4,1.0,2,No
CUST10437,Male,48,12,Month-to-month,Fiber optic,Bank transfer,142.4,1576.46,2,2.0,1,No
CUST10438,Male,67,11,Month-to-month,DSL,Credit card,35.69,393.09,1,1.0,5,No
CUST10439,Female,22,34,Two year,Fiber optic,Mailed check,136.5,4664.63,4,2.0,6,No
CUST10440,Female,39,37,Two year,Fiber optic,Mailed check,33.05,1338.43,5,3.0,5,No
CUST10441,Male,69,50,Month-to-month,Fiber optic,Mailed check,54.39,2560.97,3,1.0,4,No
CUST10442,Female,33,30,Month-to-month,Fiber optic,Mailed check,130.04,3904.28,3,2.0,5,Yes
CUST10443,Male,25,66,Month-to-month,Fiber optic,Bank transfer,43.33,2751.26,2,4.0,3,No
CUST10444,Male,43,35,Month-to-month,Fiber optic,Mailed check,73.76,2632.15,2,5.0,1,No
CUST10445,Female,44,10,Month-to-month,DSL,Bank transfer,78.48,862.52,2,1.0,3,Yes
CUST10446,Male,53,9,One year,No,Mailed check,51.88,595.64,4,4.0,5,No
CUST10447,Female,34,71,Two year,Fiber optic,Mailed check,112.33,7921.93,2,1.0,4,No
CUST10448,Male,68,10,Month-to-month,No,Electronic check,130.67,1399.42,2,3.0,6,No
CUST10449,Female,45,69,One year,Fiber optic,Bank transfer,133.69,,0,5.0,6,No
CUST10450,Female,33,21,Month-to-month,No,Credit card,64.11,1181.99,1,4.0,2,Yes
CUST10451,Female,68,7,Two year,No,Credit card,89.01,684.3,1,2.0,1,No
CUST10452,Female,67,22,One year,Fiber optic,Mailed check,52.29,1246.23,2,2.0,2,No
CUST10453,Male,44,45,Two year,DSL,Mailed check,51.82,2306.03,2,4.0,6,No
CUST10454,Female,19,31,Two year,No,Bank transfer,40.96,1148.68,3,5.0,5,No
CUST10455,Female,49,57,Month-to-month,No,Bank transfer,142.2,8199.7,3,2.0,1,No
CUST10456,Female,47,44,Month-to-month,No,Electronic check,135.44,5839.41,2,1.0,1,No
CUST10457,Female,25,29,Month-to-month,DSL,Bank transfer,121.06,3492.9,2,3.0,4,No
CUST10458,Female,51,46,Month-to-month,Fiber optic,Electronic check,87.3,4011.79,0,4.0,4,No
CUST10459,Male,62,70,Two year,DSL,Electronic check,83.78,5936.15,1,3.0,6,Yes
CUST10460,Male,23,30,Month-to-month,DSL,Bank transfer,88.87,2603.44,1,5.0,5,No
CUST10461,Female,56,12,One year,DSL,Electronic check,89.75,1008.54,2,5.0,2,No
CUST10462,Male,25,30,Month-to-month,Fiber optic,Mailed check,76.49,2304.59,1,4.0,1,No
CUST10463,Male,57,61,Month-to-month,DSL,Bank transfer,37.13,2365.57,1,1.0,4,Yes
CUST10464,Female,40,16,Month-to-month,Fiber optic,Bank transfer,36.34,810.19,1,5.0,4,No
CUST10465,Male,18,69,One year,DSL,Mailed check,143.79,9770.76,1,4.0,6,No
CUST10466,Female,69,43,One year,Fiber optic,Electronic check,82.66,3585.91,2,2.0,4,No
CUST10467,Female,26,44,Month-to-month,DSL,Credit card,143.92,6223.83,1,3.0,4,No
CUST10468,Female,49,23,Month-to-month,DSL,Credit card,41.26,1050.86,1,5.0,2,No
CUST10469,Female,27,67,One year,Fiber optic,Credit card,92.07,6074.84,4,5.0,1,No
CUST10470,Male,67,3,Month-to-month,DSL,Bank transfer,47.0,73.54,1,3.0,6,No
CUST10471,Male,57,22,Two year,Fiber optic,Mailed check,52.91,1105.09,0,1.0,5,No
CUST10472,Female,60,31,Month-to-month,No,Credit card,23.91,733.59,0,4.0,1,No
CUST10473,Male,40,35,Month-to-month,DSL,Mailed check,35.46,1273.42,2,4.0,5,No
CUST10474,Male,42,35,Month-to-month,Fiber optic,Electronic check,139.19,4920.02,3,1.0,3,Yes
CUST10475,Male,51,11,Month-to-month,Fiber optic,Credit card,61.8,679.22,1,5.0,3,No
CUST10476,Male,59,17,Month-to-month,Fiber optic,Mailed check,99.06,1551.03,1,2.0,6,No
CUST10477,Male,62,7,Month-to-month,Fiber optic,Credit card,80.45,635.93,1,5.0,6,No
CUST10478,Female,18,42,Two year,No,Mailed check,72.06,3021.22,1,3.0,2,No
CUST10479,Male,53,26,Month-to-month,DSL,Credit card,89.15,2434.07,1,2.0,2,No
CUST10480,Male,23,41,Month-to-month,Fiber optic,Bank transfer,44.34,1747.17,2,1.0,5,No
CUST10481,Male,33,43,Month-to-month,No,Mailed check,148.52,6226.13,1,1.0,6,No
CUST10482,Male,61,51,Month-to-month,Fiber optic,Mailed check,126.38,6441.98,2,4.0,1,No
CUST10483,Female,31,40,One year,No,Credit card,116.41,4786.0,5,2.0,6,No
CUST10484,Female,60,47,Month-to-month,Fiber optic,Electronic check,80.94,3820.27,3,5.0,3,No
CUST10485,Female,42,43,One year,DSL,Mailed check,39.87,1694.44,2,2.0,4,No
CUST10486,Female,30,47,Month-to-month,No,Mailed check,139.69,6478.4,2,5.0,1,No
CUST10487,Male,35,45,Two year,Fiber optic,Bank transfer,64.38,,3,5.0,5,No
CUST10488,Male,46,23,Month-to-month,DSL,Mailed check,26.51,506.77,2,1.0,5,Yes
CUST10489,Male,58,18,Two year,No,Bank transfer,64.51,1088.64,1,4.0,4,No
CUST10490,Male,50,57,Month-to-month,Fiber optic,Mailed check,123.28,7083.96,1,5.0,5,No
CUST10491,Male,67,25,Month-to-month,Fiber optic,Electronic check,100.95,2338.15,5,2.0,6,No
CUST10492,Male,63,40,Two year,DSL,Electronic check,117.61,4831.86,3,1.0,6,No
CUST10493,Male,57,15,One year,Fiber optic,Bank transfer,123.17,1909.97,3,5.0,5,No
CUST10494,Male,49,32,One year,Fiber optic,Mailed check,47.55,1611.52,1,3.0,6,No
CUST10495,Male,33,39,Month-to-month,Fiber optic,Mailed check,140.09,5519.32,4,1.0,5,No
CUST10496,Female,39,46,One year,DSL,Bank transfer,76.94,3523.13,2,5.0,5,No
CUST10497,Male,24,38,Two year,Fiber optic,Mailed check,103.07,3810.35,1,4.0,4,No
CUST10498,Male,37,26,One year,Fiber optic,Mailed check,20.3,513.79,3,1.0,5,Yes
CUST10499,Male,67,70,Month-to-month,DSL,Electronic check,149.14,10342.28,2,2.0,1,No
CUST10500,Female,40,37,One year,DSL,Mailed check,56.52,2139.86,4,1.0,4,No
CUST10008,Male,54,18,Month-to-month,Fiber optic,Bank transfer,128.86,2069.48,3,1.0,1,Yes
CUST10043,Male,55,15,One year,Fiber optic,Credit card,129.08,1854.67,4,3.0,5,No
CUST10122,Male,53,35,Month-to-month,DSL,Credit card,83.66,2854.71,2,4.0,5,No
